query_id;query_text;full_prompt_no_web;full_prompt_web_search;query_variant;query_topics;query_countries;query_time_collection_years;query_time_display;query_universe;query_analysis_units;source_dataset_id;source_title;source_doi;source_portal_url;source_row
54;Can you find GESIS datasets about Social behaviour and attitudes, Political behaviour and attitudes, Government, political systems and organisations, and Equality, inequality and social exclusion in Germany during the 1990s, where the study population is Persons of German citizenship 18 years old and older?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about Social behaviour and attitudes, Political behaviour and attitudes, Government, political systems and organisations, and Equality, inequality and social exclusion in Germany during the 1990s, where the study population is Persons of German citizenship 18 years old and older?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about Social behaviour and attitudes, Political behaviour and attitudes, Government, political systems and organisations, and Equality, inequality and social exclusion in Germany during the 1990s, where the study population is Persons of German citizenship 18 years old and older?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V5_TOPIC_COUNTRY_TIME_UNIVERSE_ALL_TOPICS;"[""Social behaviour and attitudes"", ""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Equality, inequality and social exclusion""]";"[""Germany""]";"[""1995"", ""1995""]";1990s;"[""Persons of German citizenship 18 years old and older""]";;ZA2820;Political Resonance 1995;"[""10.4232/1.14201"", ""10.4232/1.2820""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=2820&db=D;74
55;"Can you find GESIS datasets about Religion and values in Algeria, Ghana, Indonesia, Jordan, Kenya, Cambodia, Sri Lanka, Mongolia, Malawi, Malaysia, Nigeria, Nepal, Singapore, and Viet Nam during the 2010s, where the study population is Persons aged 18 years and older Exception: Indonesia and Malawi (17 years and older); (Only adult citizens of the country, exception: Singapore: Adults of any nationality residing in the country)?";"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about Religion and values in Algeria, Ghana, Indonesia, Jordan, Kenya, Cambodia, Sri Lanka, Mongolia, Malawi, Malaysia, Nigeria, Nepal, Singapore, and Viet Nam during the 2010s, where the study population is Persons aged 18 years and older Exception: Indonesia and Malawi (17 years and older); (Only adult citizens of the country, exception: Singapore: Adults of any nationality residing in the country)?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about Religion and values in Algeria, Ghana, Indonesia, Jordan, Kenya, Cambodia, Sri Lanka, Mongolia, Malawi, Malaysia, Nigeria, Nepal, Singapore, and Viet Nam during the 2010s, where the study population is Persons aged 18 years and older Exception: Indonesia and Malawi (17 years and older); (Only adult citizens of the country, exception: Singapore: Adults of any nationality residing in the country)?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V5_TOPIC_COUNTRY_TIME_UNIVERSE_ALL_TOPICS;"[""Religion and values""]";"[""Algeria"", ""Ghana"", ""Indonesia"", ""Jordan"", ""Kenya"", ""Cambodia"", ""Sri Lanka"", ""Mongolia"", ""Malawi"", ""Malaysia"", ""Nigeria"", ""Nepal"", ""Singapore"", ""Viet Nam""]";"[""2018"", ""2019""]";2010s;"[""Persons aged 18 years and older Exception: Indonesia and Malawi (17 years and older); (Only adult citizens of the country, exception: Singapore: Adults of any nationality residing in the country)""]";;ZA7630;Based on ISSP 2018: A Cross-national and Comparative Study of Religion of Additional 14 Countries;"[""10.4232/1.13517""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=7630&db=D;75
56;Can you find GESIS datasets about International politics and organisations and Conflict, security and peace in France, Great Britain, Germany, and Italy during the 1960s, where the study population is Befragte im Alter von 21 Jahren und älter?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about International politics and organisations and Conflict, security and peace in France, Great Britain, Germany, and Italy during the 1960s, where the study population is Befragte im Alter von 21 Jahren und älter?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about International politics and organisations and Conflict, security and peace in France, Great Britain, Germany, and Italy during the 1960s, where the study population is Befragte im Alter von 21 Jahren und älter?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V5_TOPIC_COUNTRY_TIME_UNIVERSE_ALL_TOPICS;"[""International politics and organisations"", ""Conflict, security and peace""]";"[""France"", ""Great Britain"", ""Germany"", ""Italy""]";"[""1963"", ""1963""]";1960s;"[""Befragte im Alter von 21 Jahren und älter""]";;ZA1976;International Relations (February 1963);"[""10.4232/1.1976""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=1976&db=D;76
57;Can you find GESIS datasets about LAW, CRIME AND LEGAL SYSTEMS, Crime and law enforcement, and International politics and organisations in Belgium, Denmark, Germany, Greece, Spain, Finland, France, Ireland, Italy, Luxembourg, Netherlands, Austria, Portugal, Sweden, United Kingdom, Bulgaria, Cyprus, Czech Republic, Estonia, Hungary, Latvia, Lithuania, Malta, Poland, Romania, Slovakia, Slovenia, and Croatia during the 2010s, where the study population is Population of the respective nationalities of the European Union Member States, resident in each of the 28 Member States and aged 15 years and over?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about LAW, CRIME AND LEGAL SYSTEMS, Crime and law enforcement, and International politics and organisations in Belgium, Denmark, Germany, Greece, Spain, Finland, France, Ireland, Italy, Luxembourg, Netherlands, Austria, Portugal, Sweden, United Kingdom, Bulgaria, Cyprus, Czech Republic, Estonia, Hungary, Latvia, Lithuania, Malta, Poland, Romania, Slovakia, Slovenia, and Croatia during the 2010s, where the study population is Population of the respective nationalities of the European Union Member States, resident in each of the 28 Member States and aged 15 years and over?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about LAW, CRIME AND LEGAL SYSTEMS, Crime and law enforcement, and International politics and organisations in Belgium, Denmark, Germany, Greece, Spain, Finland, France, Ireland, Italy, Luxembourg, Netherlands, Austria, Portugal, Sweden, United Kingdom, Bulgaria, Cyprus, Czech Republic, Estonia, Hungary, Latvia, Lithuania, Malta, Poland, Romania, Slovakia, Slovenia, and Croatia during the 2010s, where the study population is Population of the respective nationalities of the European Union Member States, resident in each of the 28 Member States and aged 15 years and over?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V5_TOPIC_COUNTRY_TIME_UNIVERSE_ALL_TOPICS;"[""LAW, CRIME AND LEGAL SYSTEMS"", ""Crime and law enforcement"", ""International politics and organisations""]";"[""Belgium"", ""Denmark"", ""Germany"", ""Greece"", ""Spain"", ""Finland"", ""France"", ""Ireland"", ""Italy"", ""Luxembourg"", ""Netherlands"", ""Austria"", ""Portugal"", ""Sweden"", ""United Kingdom"", ""Bulgaria"", ""Cyprus"", ""Czech Republic"", ""Estonia"", ""Hungary"", ""Latvia"", ""Lithuania"", ""Malta"", ""Poland"", ""Romania"", ""Slovakia"", ""Slovenia"", ""Croatia""]";"[""2013"", ""2013""]";2010s;"[""Population of the respective nationalities of the European Union Member States, resident in each of the 28 Member States and aged 15 years and over""]";;ZA5897;Flash Eurobarometer 383 (Firearms in the European Union);"[""10.4232/1.11958""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=5897&db=D;77
58;Can you find GESIS datasets about Political behaviour and attitudes, Government, political systems and organisations, and Elections in Czech Republic during the 2000s, where the study population is The permanent residents of 15 years of age and older.?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about Political behaviour and attitudes, Government, political systems and organisations, and Elections in Czech Republic during the 2000s, where the study population is The permanent residents of 15 years of age and older.?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about Political behaviour and attitudes, Government, political systems and organisations, and Elections in Czech Republic during the 2000s, where the study population is The permanent residents of 15 years of age and older.?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V5_TOPIC_COUNTRY_TIME_UNIVERSE_ALL_TOPICS;"[""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Elections""]";"[""Czech Republic""]";"[""2000"", ""2000""]";2000s;"[""The permanent residents of 15 years of age and older.""]";;ZA3891;Party Preferences Czech Republic 2000 (Trend);"[""10.4232/1.3891""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=3891&db=D;78
59;Can you find GESIS datasets about HISTORY in German Reich (1871-1945) during the 1920s and 1930s, where the study population is Voters in the city of Kiel?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about HISTORY in German Reich (1871-1945) during the 1920s and 1930s, where the study population is Voters in the city of Kiel?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about HISTORY in German Reich (1871-1945) during the 1920s and 1930s, where the study population is Voters in the city of Kiel?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V5_TOPIC_COUNTRY_TIME_UNIVERSE_ALL_TOPICS;"[""HISTORY""]";"[""German Reich (1871-1945)""]";"[""1925"", ""1932""]";1920s and 1930s;"[""Voters in the city of Kiel""]";;ZA8080;The Reichstag Elections and Reich Presidential Elections in Kiel 1925-1932;"[""10.4232/1.8080""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=8080&db=D;80
60;Can you find GESIS datasets about International politics and organisations, Conflict, security and peace, Government, political systems and organisations, and Economic systems and development in Germany during the 1980s, where the study population is Alter: 14 Jahre und älter?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about International politics and organisations, Conflict, security and peace, Government, political systems and organisations, and Economic systems and development in Germany during the 1980s, where the study population is Alter: 14 Jahre und älter?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about International politics and organisations, Conflict, security and peace, Government, political systems and organisations, and Economic systems and development in Germany during the 1980s, where the study population is Alter: 14 Jahre und älter?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V5_TOPIC_COUNTRY_TIME_UNIVERSE_ALL_TOPICS;"[""International politics and organisations"", ""Conflict, security and peace"", ""Government, political systems and organisations"", ""Economic systems and development""]";"[""Germany""]";"[""1982"", ""1982""]";1980s;"[""Alter: 14 Jahre und älter""]";;ZA1853;Attitudes to Security Policy in the Federal Republic (November - December 1982);"[""10.4232/1.1853""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=1853&db=D;81
61;Can you find GESIS datasets about Crime and law enforcement, Legislation and legal systems, PSYCHOLOGY, Family life and marriage, Community, urban and rural life, Leisure, tourism and sport, Social behaviour and attitudes, Time use, Vocational education and training, and Employment in Duisburg during the 2000s, where the study population is Those young people who mathematically belong to the 12th grade of a Duisburg school or, in the case of a change of school to a vocational college or the end of their school career, would belong to the 12th grade, and who have participated in the annual survey since attending the 7th or 8th grade.?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about Crime and law enforcement, Legislation and legal systems, PSYCHOLOGY, Family life and marriage, Community, urban and rural life, Leisure, tourism and sport, Social behaviour and attitudes, Time use, Vocational education and training, and Employment in Duisburg during the 2000s, where the study population is Those young people who mathematically belong to the 12th grade of a Duisburg school or, in the case of a change of school to a vocational college or the end of their school career, would belong to the 12th grade, and who have participated in the annual survey since attending the 7th or 8th grade.?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about Crime and law enforcement, Legislation and legal systems, PSYCHOLOGY, Family life and marriage, Community, urban and rural life, Leisure, tourism and sport, Social behaviour and attitudes, Time use, Vocational education and training, and Employment in Duisburg during the 2000s, where the study population is Those young people who mathematically belong to the 12th grade of a Duisburg school or, in the case of a change of school to a vocational college or the end of their school career, would belong to the 12th grade, and who have participated in the annual survey since attending the 7th or 8th grade.?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V5_TOPIC_COUNTRY_TIME_UNIVERSE_ALL_TOPICS;"[""Crime and law enforcement"", ""Legislation and legal systems"", ""PSYCHOLOGY"", ""Family life and marriage"", ""Community, urban and rural life"", ""Leisure, tourism and sport"", ""Social behaviour and attitudes"", ""Time use"", ""Vocational education and training"", ""Employment""]";"[""Duisburg""]";"[""2007"", ""2007""]";2000s;"[""Those young people who mathematically belong to the 12th grade of a Duisburg school or, in the case of a change of school to a vocational college or the end of their school career, would belong to the 12th grade, and who have participated in the annual survey since attending the 7th or 8th grade.""]";;ZA8859;Crime in the Modern City 2007;"[""10.4232/1.14600""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=8859&db=D;82
62;Can you find GESIS datasets about Social behaviour and attitudes, Media, Political behaviour and attitudes, Government, political systems and organisations, Elections, Economic policy, public expenditure and revenue, and Economic systems and development in Germany during the 2010s, where the study population is The population comprises all German citizens who were eligible to vote when the survey was conducted. Due to the fact that this was an online survey not everybody who was eligible to vote had a probability to get selected for this Online Tracking. Therefore the population comprises all persons with German citizenship resident in the Federal Republic of Germany and being part of the LINK Internet Panel, who had a minimum age of 18 years, who lived in Germany and used at least once a week the Internet for private reasons. This group comprised nearly 40000 active Panel members in the LINK Internet Panel. Panel members were recruited exclusively by phone.?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about Social behaviour and attitudes, Media, Political behaviour and attitudes, Government, political systems and organisations, Elections, Economic policy, public expenditure and revenue, and Economic systems and development in Germany during the 2010s, where the study population is The population comprises all German citizens who were eligible to vote when the survey was conducted. Due to the fact that this was an online survey not everybody who was eligible to vote had a probability to get selected for this Online Tracking. Therefore the population comprises all persons with German citizenship resident in the Federal Republic of Germany and being part of the LINK Internet Panel, who had a minimum age of 18 years, who lived in Germany and used at least once a week the Internet for private reasons. This group comprised nearly 40000 active Panel members in the LINK Internet Panel. Panel members were recruited exclusively by phone.?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about Social behaviour and attitudes, Media, Political behaviour and attitudes, Government, political systems and organisations, Elections, Economic policy, public expenditure and revenue, and Economic systems and development in Germany during the 2010s, where the study population is The population comprises all German citizens who were eligible to vote when the survey was conducted. Due to the fact that this was an online survey not everybody who was eligible to vote had a probability to get selected for this Online Tracking. Therefore the population comprises all persons with German citizenship resident in the Federal Republic of Germany and being part of the LINK Internet Panel, who had a minimum age of 18 years, who lived in Germany and used at least once a week the Internet for private reasons. This group comprised nearly 40000 active Panel members in the LINK Internet Panel. Panel members were recruited exclusively by phone.?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V5_TOPIC_COUNTRY_TIME_UNIVERSE_ALL_TOPICS;"[""Social behaviour and attitudes"", ""Media"", ""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Elections"", ""Economic policy, public expenditure and revenue"", ""Economic systems and development""]";"[""Germany""]";"[""2015"", ""2015""]";2010s;"[""The population comprises all German citizens who were eligible to vote when the survey was conducted. Due to the fact that this was an online survey not everybody who was eligible to vote had a probability to get selected for this Online Tracking. Therefore the population comprises all persons with German citizenship resident in the Federal Republic of Germany and being part of the LINK Internet Panel, who had a minimum age of 18 years, who lived in Germany and used at least once a week the Internet for private reasons. This group comprised nearly 40000 active Panel members in the LINK Internet Panel. Panel members were recruited exclusively by phone.""]";;ZA5727;Long-term Online Tracking, T27 (GLES);"[""10.4232/1.12282"", ""10.4232/1.12213""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=5727&db=D;84
63;Can you find GESIS datasets about Higher and further education, Social behaviour and attitudes, and Political behaviour and attitudes in Uruguay during the 1960s, where the study population is Students of the University of Montevideo.?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about Higher and further education, Social behaviour and attitudes, and Political behaviour and attitudes in Uruguay during the 1960s, where the study population is Students of the University of Montevideo.?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about Higher and further education, Social behaviour and attitudes, and Political behaviour and attitudes in Uruguay during the 1960s, where the study population is Students of the University of Montevideo.?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V5_TOPIC_COUNTRY_TIME_UNIVERSE_ALL_TOPICS;"[""Higher and further education"", ""Social behaviour and attitudes"", ""Political behaviour and attitudes""]";"[""Uruguay""]";"[""1966"", ""1966""]";1960s;"[""Students of the University of Montevideo.""]";;ZA0401;Comparative National Development Project (Uruguay);"[""10.4232/1.0401""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=0401&db=D;85
64;Can you find GESIS datasets about Religion and values, Social behaviour and attitudes, Political behaviour and attitudes, Government, political systems and organisations, SOCIAL STRATIFICATION AND GROUPINGS, Family life and marriage, and Economic systems and development in United Kingdom during the 1990s, where the study population is The adult population 18 years old and older.?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about Religion and values, Social behaviour and attitudes, Political behaviour and attitudes, Government, political systems and organisations, SOCIAL STRATIFICATION AND GROUPINGS, Family life and marriage, and Economic systems and development in United Kingdom during the 1990s, where the study population is The adult population 18 years old and older.?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about Religion and values, Social behaviour and attitudes, Political behaviour and attitudes, Government, political systems and organisations, SOCIAL STRATIFICATION AND GROUPINGS, Family life and marriage, and Economic systems and development in United Kingdom during the 1990s, where the study population is The adult population 18 years old and older.?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V5_TOPIC_COUNTRY_TIME_UNIVERSE_ALL_TOPICS;"[""Religion and values"", ""Social behaviour and attitudes"", ""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""SOCIAL STRATIFICATION AND GROUPINGS"", ""Family life and marriage"", ""Economic systems and development""]";"[""United Kingdom""]";"[""1999"", ""1999""]";1990s;"[""The adult population 18 years old and older.""]";;ZA3777;EVS - European Values Study 1999 - Great Britain;"[""10.4232/1.11535"", ""10.4232/1.3777"", ""10.4232/1.11172""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=3777&db=D;87
65;Can you find GESIS datasets about Social conditions and indicators and Youth in Germany during the 1980s, where the study population is Adults between the ages of 45 to 54 years?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about Social conditions and indicators and Youth in Germany during the 1980s, where the study population is Adults between the ages of 45 to 54 years?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about Social conditions and indicators and Youth in Germany during the 1980s, where the study population is Adults between the ages of 45 to 54 years?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V5_TOPIC_COUNTRY_TIME_UNIVERSE_ALL_TOPICS;"[""Social conditions and indicators"", ""Youth""]";"[""Germany""]";"[""1984"", ""1984""]";1980s;"[""Adults between the ages of 45 to 54 years""]";;ZA1439;Young People and Adults '85 (Adult);"[""10.4232/1.1439""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=1439&db=D;88
66;Can you find GESIS datasets about Economic systems and development in Malta during the 2000s, where the study population is Population aged 15 years and over?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about Economic systems and development in Malta during the 2000s, where the study population is Population aged 15 years and over?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about Economic systems and development in Malta during the 2000s, where the study population is Population aged 15 years and over?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V5_TOPIC_COUNTRY_TIME_UNIVERSE_ALL_TOPICS;"[""Economic systems and development""]";"[""Malta""]";"[""2008"", ""2008""]";2000s;"[""Population aged 15 years and over""]";;ZA4809;Flash Eurobarometer 223 (Euro Introduction in Malta);"[""10.4232/1.4809""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=4809&db=D;89
67;Can you find GESIS datasets about HISTORY in German Reich (1871-1945) during the 1910s and 1920s and 1930s, where the study population is All 1794 members of the Weimar National Assembly and the Reichstag from 1920 to 1933 the Reichstag which emerged from the March elections of 1933.?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about HISTORY in German Reich (1871-1945) during the 1910s and 1920s and 1930s, where the study population is All 1794 members of the Weimar National Assembly and the Reichstag from 1920 to 1933 the Reichstag which emerged from the March elections of 1933.?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about HISTORY in German Reich (1871-1945) during the 1910s and 1920s and 1930s, where the study population is All 1794 members of the Weimar National Assembly and the Reichstag from 1920 to 1933 the Reichstag which emerged from the March elections of 1933.?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V5_TOPIC_COUNTRY_TIME_UNIVERSE_ALL_TOPICS;"[""HISTORY""]";"[""German Reich (1871-1945)""]";"[""1919"", ""1933""]";1910s and 1920s and 1930s;"[""All 1794 members of the Weimar National Assembly and the Reichstag from 1920 to 1933 the Reichstag which emerged from the March elections of 1933.""]";;ZA8007;Representatives in the Reichstag in the Weimar Republic 1919-1933;"[""10.4232/1.8007""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=8007&db=D;92
