query_id;query_text;full_prompt_no_web;full_prompt_web_search;query_variant;query_topics;query_countries;query_time_collection_years;query_time_display;query_universe;query_analysis_units;abstract_generated_query;abstract_query_generator_model;abstract_source_hash;source_dataset_id;source_title;source_doi;source_portal_url;source_row
194;Can you find datasets about Cultural and national identity in Netherlands during the 2010s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Cultural and national identity in Netherlands during the 2010s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Cultural and national identity in Netherlands during the 2010s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Cultural and national identity""]";"[""Netherlands""]";"[""2014"", ""2014""]";2010s;;;;;;ZA5517;International Social Survey Programme: National Identity III - ISSP 2013 (Netherlands);"[""10.4232/1.12921""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=5517&db=D;79
195;Can you find datasets about Minorities in Netherlands during the 2010s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Minorities in Netherlands during the 2010s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Minorities in Netherlands during the 2010s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Minorities""]";"[""Netherlands""]";"[""2014"", ""2014""]";2010s;;;;;;ZA5517;International Social Survey Programme: National Identity III - ISSP 2013 (Netherlands);"[""10.4232/1.12921""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=5517&db=D;79
196;Can you find datasets about International politics and organisations in Netherlands during the 2010s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about International politics and organisations in Netherlands during the 2010s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about International politics and organisations in Netherlands during the 2010s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""International politics and organisations""]";"[""Netherlands""]";"[""2014"", ""2014""]";2010s;;;;;;ZA5517;International Social Survey Programme: National Identity III - ISSP 2013 (Netherlands);"[""10.4232/1.12921""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=5517&db=D;79
197;Can you find datasets about Migration in Netherlands during the 2010s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Migration in Netherlands during the 2010s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Migration in Netherlands during the 2010s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Migration""]";"[""Netherlands""]";"[""2014"", ""2014""]";2010s;;;;;;ZA5517;International Social Survey Programme: National Identity III - ISSP 2013 (Netherlands);"[""10.4232/1.12921""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=5517&db=D;79
198;Can you find datasets about HISTORY in German Reich (1871-1945) during the 1920s and 1930s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about HISTORY in German Reich (1871-1945) during the 1920s and 1930s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about HISTORY in German Reich (1871-1945) during the 1920s and 1930s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""HISTORY""]";"[""German Reich (1871-1945)""]";"[""1925"", ""1932""]";1920s and 1930s;;;;;;ZA8080;The Reichstag Elections and Reich Presidential Elections in Kiel 1925-1932;"[""10.4232/1.8080""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=8080&db=D;80
199;Can you find datasets about International politics and organisations in Germany during the 1980s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about International politics and organisations in Germany during the 1980s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about International politics and organisations in Germany during the 1980s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""International politics and organisations""]";"[""Germany""]";"[""1982"", ""1982""]";1980s;;;;;;ZA1853;Attitudes to Security Policy in the Federal Republic (November - December 1982);"[""10.4232/1.1853""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=1853&db=D;81
200;Can you find datasets about Conflict, security and peace in Germany during the 1980s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Conflict, security and peace in Germany during the 1980s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Conflict, security and peace in Germany during the 1980s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Conflict, security and peace""]";"[""Germany""]";"[""1982"", ""1982""]";1980s;;;;;;ZA1853;Attitudes to Security Policy in the Federal Republic (November - December 1982);"[""10.4232/1.1853""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=1853&db=D;81
201;Can you find datasets about Government, political systems and organisations in Germany during the 1980s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Government, political systems and organisations in Germany during the 1980s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Government, political systems and organisations in Germany during the 1980s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Government, political systems and organisations""]";"[""Germany""]";"[""1982"", ""1982""]";1980s;;;;;;ZA1853;Attitudes to Security Policy in the Federal Republic (November - December 1982);"[""10.4232/1.1853""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=1853&db=D;81
202;Can you find datasets about Economic systems and development in Germany during the 1980s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Economic systems and development in Germany during the 1980s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Economic systems and development in Germany during the 1980s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Economic systems and development""]";"[""Germany""]";"[""1982"", ""1982""]";1980s;;;;;;ZA1853;Attitudes to Security Policy in the Federal Republic (November - December 1982);"[""10.4232/1.1853""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=1853&db=D;81
203;Can you find datasets about Crime and law enforcement in Duisburg during the 2000s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Crime and law enforcement in Duisburg during the 2000s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Crime and law enforcement in Duisburg during the 2000s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Crime and law enforcement""]";"[""Duisburg""]";"[""2007"", ""2007""]";2000s;;;;;;ZA8859;Crime in the Modern City 2007;"[""10.4232/1.14600""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=8859&db=D;82
204;Can you find datasets about Legislation and legal systems in Duisburg during the 2000s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Legislation and legal systems in Duisburg during the 2000s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Legislation and legal systems in Duisburg during the 2000s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Legislation and legal systems""]";"[""Duisburg""]";"[""2007"", ""2007""]";2000s;;;;;;ZA8859;Crime in the Modern City 2007;"[""10.4232/1.14600""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=8859&db=D;82
205;Can you find datasets about PSYCHOLOGY in Duisburg during the 2000s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about PSYCHOLOGY in Duisburg during the 2000s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about PSYCHOLOGY in Duisburg during the 2000s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""PSYCHOLOGY""]";"[""Duisburg""]";"[""2007"", ""2007""]";2000s;;;;;;ZA8859;Crime in the Modern City 2007;"[""10.4232/1.14600""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=8859&db=D;82
206;Can you find datasets about Family life and marriage in Duisburg during the 2000s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Family life and marriage in Duisburg during the 2000s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Family life and marriage in Duisburg during the 2000s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Family life and marriage""]";"[""Duisburg""]";"[""2007"", ""2007""]";2000s;;;;;;ZA8859;Crime in the Modern City 2007;"[""10.4232/1.14600""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=8859&db=D;82
207;Can you find datasets about Community, urban and rural life in Duisburg during the 2000s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Community, urban and rural life in Duisburg during the 2000s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Community, urban and rural life in Duisburg during the 2000s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Community, urban and rural life""]";"[""Duisburg""]";"[""2007"", ""2007""]";2000s;;;;;;ZA8859;Crime in the Modern City 2007;"[""10.4232/1.14600""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=8859&db=D;82
208;Can you find datasets about Leisure, tourism and sport in Duisburg during the 2000s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Leisure, tourism and sport in Duisburg during the 2000s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Leisure, tourism and sport in Duisburg during the 2000s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Leisure, tourism and sport""]";"[""Duisburg""]";"[""2007"", ""2007""]";2000s;;;;;;ZA8859;Crime in the Modern City 2007;"[""10.4232/1.14600""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=8859&db=D;82
209;Can you find datasets about Social behaviour and attitudes in Duisburg during the 2000s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Social behaviour and attitudes in Duisburg during the 2000s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Social behaviour and attitudes in Duisburg during the 2000s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Social behaviour and attitudes""]";"[""Duisburg""]";"[""2007"", ""2007""]";2000s;;;;;;ZA8859;Crime in the Modern City 2007;"[""10.4232/1.14600""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=8859&db=D;82
210;Can you find datasets about Time use in Duisburg during the 2000s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Time use in Duisburg during the 2000s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Time use in Duisburg during the 2000s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Time use""]";"[""Duisburg""]";"[""2007"", ""2007""]";2000s;;;;;;ZA8859;Crime in the Modern City 2007;"[""10.4232/1.14600""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=8859&db=D;82
211;Can you find datasets about Vocational education and training in Duisburg during the 2000s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Vocational education and training in Duisburg during the 2000s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Vocational education and training in Duisburg during the 2000s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Vocational education and training""]";"[""Duisburg""]";"[""2007"", ""2007""]";2000s;;;;;;ZA8859;Crime in the Modern City 2007;"[""10.4232/1.14600""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=8859&db=D;82
212;Can you find datasets about Employment in Duisburg during the 2000s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Employment in Duisburg during the 2000s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Employment in Duisburg during the 2000s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Employment""]";"[""Duisburg""]";"[""2007"", ""2007""]";2000s;;;;;;ZA8859;Crime in the Modern City 2007;"[""10.4232/1.14600""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=8859&db=D;82
213;Can you find datasets about Elections in Germany during the 2010s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Elections in Germany during the 2010s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Elections in Germany during the 2010s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Elections""]";"[""Germany""]";"[""2015"", ""2015""]";2010s;;;;;;ZA5727;Long-term Online Tracking, T27 (GLES);"[""10.4232/1.12282"", ""10.4232/1.12213""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=5727&db=D;84
214;Can you find datasets about Economic policy, public expenditure and revenue in Germany during the 2010s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Economic policy, public expenditure and revenue in Germany during the 2010s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Economic policy, public expenditure and revenue in Germany during the 2010s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Economic policy, public expenditure and revenue""]";"[""Germany""]";"[""2015"", ""2015""]";2010s;;;;;;ZA5727;Long-term Online Tracking, T27 (GLES);"[""10.4232/1.12282"", ""10.4232/1.12213""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=5727&db=D;84
215;Can you find datasets about Economic systems and development in Germany during the 2010s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Economic systems and development in Germany during the 2010s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Economic systems and development in Germany during the 2010s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Economic systems and development""]";"[""Germany""]";"[""2015"", ""2015""]";2010s;;;;;;ZA5727;Long-term Online Tracking, T27 (GLES);"[""10.4232/1.12282"", ""10.4232/1.12213""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=5727&db=D;84
216;Can you find datasets about Higher and further education in Uruguay during the 1960s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Higher and further education in Uruguay during the 1960s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Higher and further education in Uruguay during the 1960s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Higher and further education""]";"[""Uruguay""]";"[""1966"", ""1966""]";1960s;;;;;;ZA0401;Comparative National Development Project (Uruguay);"[""10.4232/1.0401""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=0401&db=D;85
217;Can you find datasets about Social behaviour and attitudes in Uruguay during the 1960s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Social behaviour and attitudes in Uruguay during the 1960s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Social behaviour and attitudes in Uruguay during the 1960s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Social behaviour and attitudes""]";"[""Uruguay""]";"[""1966"", ""1966""]";1960s;;;;;;ZA0401;Comparative National Development Project (Uruguay);"[""10.4232/1.0401""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=0401&db=D;85
218;Can you find datasets about Political behaviour and attitudes in Uruguay during the 1960s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Political behaviour and attitudes in Uruguay during the 1960s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Political behaviour and attitudes in Uruguay during the 1960s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Political behaviour and attitudes""]";"[""Uruguay""]";"[""1966"", ""1966""]";1960s;;;;;;ZA0401;Comparative National Development Project (Uruguay);"[""10.4232/1.0401""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=0401&db=D;85
