"query_id";"query_text";"full_prompt_no_web";"full_prompt_web_search";"query_variant";"query_topics";"query_countries";"query_time_collection_years";"query_time_display";"source_dataset_id";"source_title";"source_doi";"source_portal_url";"source_row"
"72";"Can you find the GESIS dataset titled Flash Eurobarometer 313 (User Language Preferences Online)?";"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find the GESIS dataset titled Flash Eurobarometer 313 (User Language Preferences Online)?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find the GESIS dataset titled Flash Eurobarometer 313 (User Language Preferences Online)?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"V3_TITLE_ONLY";"";"";"";"";"ZA5473";"Flash Eurobarometer 313 (User Language Preferences Online)";"[""10.4232/1.10730""]";"https://dbk.gesis.org/dbksearch/SDESC2.asp?no=5473&db=D";"73"
"73";"Can you find the GESIS dataset titled Political Resonance 1995?";"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find the GESIS dataset titled Political Resonance 1995?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find the GESIS dataset titled Political Resonance 1995?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"V3_TITLE_ONLY";"";"";"";"";"ZA2820";"Political Resonance 1995";"[""10.4232/1.14201"", ""10.4232/1.2820""]";"https://dbk.gesis.org/dbksearch/SDESC2.asp?no=2820&db=D";"74"
"74";"Can you find the GESIS dataset titled Based on ISSP 2018: A Cross-national and Comparative Study of Religion of Additional 14 Countries?";"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find the GESIS dataset titled Based on ISSP 2018: A Cross-national and Comparative Study of Religion of Additional 14 Countries?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find the GESIS dataset titled Based on ISSP 2018: A Cross-national and Comparative Study of Religion of Additional 14 Countries?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"V3_TITLE_ONLY";"";"";"";"";"ZA7630";"Based on ISSP 2018: A Cross-national and Comparative Study of Religion of Additional 14 Countries";"[""10.4232/1.13517""]";"https://dbk.gesis.org/dbksearch/SDESC2.asp?no=7630&db=D";"75"
"75";"Can you find the GESIS dataset titled International Relations (February 1963)?";"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find the GESIS dataset titled International Relations (February 1963)?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find the GESIS dataset titled International Relations (February 1963)?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"V3_TITLE_ONLY";"";"";"";"";"ZA1976";"International Relations (February 1963)";"[""10.4232/1.1976""]";"https://dbk.gesis.org/dbksearch/SDESC2.asp?no=1976&db=D";"76"
"76";"Can you find the GESIS dataset titled Flash Eurobarometer 383 (Firearms in the European Union)?";"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find the GESIS dataset titled Flash Eurobarometer 383 (Firearms in the European Union)?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find the GESIS dataset titled Flash Eurobarometer 383 (Firearms in the European Union)?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"V3_TITLE_ONLY";"";"";"";"";"ZA5897";"Flash Eurobarometer 383 (Firearms in the European Union)";"[""10.4232/1.11958""]";"https://dbk.gesis.org/dbksearch/SDESC2.asp?no=5897&db=D";"77"
"77";"Can you find the GESIS dataset titled Party Preferences Czech Republic 2000 (Trend)?";"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find the GESIS dataset titled Party Preferences Czech Republic 2000 (Trend)?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find the GESIS dataset titled Party Preferences Czech Republic 2000 (Trend)?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"V3_TITLE_ONLY";"";"";"";"";"ZA3891";"Party Preferences Czech Republic 2000 (Trend)";"[""10.4232/1.3891""]";"https://dbk.gesis.org/dbksearch/SDESC2.asp?no=3891&db=D";"78"
"78";"Can you find the GESIS dataset titled International Social Survey Programme: National Identity III - ISSP 2013 (Netherlands)?";"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find the GESIS dataset titled International Social Survey Programme: National Identity III - ISSP 2013 (Netherlands)?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find the GESIS dataset titled International Social Survey Programme: National Identity III - ISSP 2013 (Netherlands)?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"V3_TITLE_ONLY";"";"";"";"";"ZA5517";"International Social Survey Programme: National Identity III - ISSP 2013 (Netherlands)";"[""10.4232/1.12921""]";"https://dbk.gesis.org/dbksearch/SDESC2.asp?no=5517&db=D";"79"
"79";"Can you find the GESIS dataset titled The Reichstag Elections and Reich Presidential Elections in Kiel 1925-1932?";"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find the GESIS dataset titled The Reichstag Elections and Reich Presidential Elections in Kiel 1925-1932?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find the GESIS dataset titled The Reichstag Elections and Reich Presidential Elections in Kiel 1925-1932?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"V3_TITLE_ONLY";"";"";"";"";"ZA8080";"The Reichstag Elections and Reich Presidential Elections in Kiel 1925-1932";"[""10.4232/1.8080""]";"https://dbk.gesis.org/dbksearch/SDESC2.asp?no=8080&db=D";"80"
"80";"Can you find the GESIS dataset titled Attitudes to Security Policy in the Federal Republic (November - December 1982)?";"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find the GESIS dataset titled Attitudes to Security Policy in the Federal Republic (November - December 1982)?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find the GESIS dataset titled Attitudes to Security Policy in the Federal Republic (November - December 1982)?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"V3_TITLE_ONLY";"";"";"";"";"ZA1853";"Attitudes to Security Policy in the Federal Republic (November - December 1982)";"[""10.4232/1.1853""]";"https://dbk.gesis.org/dbksearch/SDESC2.asp?no=1853&db=D";"81"
"81";"Can you find the GESIS dataset titled Crime in the Modern City 2007?";"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find the GESIS dataset titled Crime in the Modern City 2007?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find the GESIS dataset titled Crime in the Modern City 2007?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"V3_TITLE_ONLY";"";"";"";"";"ZA8859";"Crime in the Modern City 2007";"[""10.4232/1.14600""]";"https://dbk.gesis.org/dbksearch/SDESC2.asp?no=8859&db=D";"82"
"82";"Can you find the GESIS dataset titled MZ 1998?";"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find the GESIS dataset titled MZ 1998?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find the GESIS dataset titled MZ 1998?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"V3_TITLE_ONLY";"";"";"";"";"missy-mz-1998";"MZ 1998";"";"http://www.gesis.org/missy/metadata/MZ/1998";"83"
"83";"Can you find the GESIS dataset titled Long-term Online Tracking, T27 (GLES)?";"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find the GESIS dataset titled Long-term Online Tracking, T27 (GLES)?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find the GESIS dataset titled Long-term Online Tracking, T27 (GLES)?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"V3_TITLE_ONLY";"";"";"";"";"ZA5727";"Long-term Online Tracking, T27 (GLES)";"[""10.4232/1.12282"", ""10.4232/1.12213""]";"https://dbk.gesis.org/dbksearch/SDESC2.asp?no=5727&db=D";"84"
"84";"Can you find the GESIS dataset titled Comparative National Development Project (Uruguay)?";"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find the GESIS dataset titled Comparative National Development Project (Uruguay)?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find the GESIS dataset titled Comparative National Development Project (Uruguay)?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"V3_TITLE_ONLY";"";"";"";"";"ZA0401";"Comparative National Development Project (Uruguay)";"[""10.4232/1.0401""]";"https://dbk.gesis.org/dbksearch/SDESC2.asp?no=0401&db=D";"85"
"85";"Can you find the GESIS dataset titled International Social Survey Programme: Work Orientations IV - ISSP 2015 (Turkey)?";"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find the GESIS dataset titled International Social Survey Programme: Work Orientations IV - ISSP 2015 (Turkey)?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find the GESIS dataset titled International Social Survey Programme: Work Orientations IV - ISSP 2015 (Turkey)?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"V3_TITLE_ONLY";"";"";"";"";"ZA5520";"International Social Survey Programme: Work Orientations IV - ISSP 2015 (Turkey)";"[""10.4232/1.13059""]";"https://dbk.gesis.org/dbksearch/SDESC2.asp?no=5520&db=D";"86"
"86";"Can you find the GESIS dataset titled EVS - European Values Study 1999 - Great Britain?";"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find the GESIS dataset titled EVS - European Values Study 1999 - Great Britain?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find the GESIS dataset titled EVS - European Values Study 1999 - Great Britain?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"V3_TITLE_ONLY";"";"";"";"";"ZA3777";"EVS - European Values Study 1999 - Great Britain";"[""10.4232/1.11535"", ""10.4232/1.3777"", ""10.4232/1.11172""]";"https://dbk.gesis.org/dbksearch/SDESC2.asp?no=3777&db=D";"87"
"87";"Can you find the GESIS dataset titled Young People and Adults '85 (Adult)?";"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find the GESIS dataset titled Young People and Adults '85 (Adult)?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find the GESIS dataset titled Young People and Adults '85 (Adult)?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"V3_TITLE_ONLY";"";"";"";"";"ZA1439";"Young People and Adults '85 (Adult)";"[""10.4232/1.1439""]";"https://dbk.gesis.org/dbksearch/SDESC2.asp?no=1439&db=D";"88"
"88";"Can you find the GESIS dataset titled Flash Eurobarometer 223 (Euro Introduction in Malta)?";"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find the GESIS dataset titled Flash Eurobarometer 223 (Euro Introduction in Malta)?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find the GESIS dataset titled Flash Eurobarometer 223 (Euro Introduction in Malta)?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"V3_TITLE_ONLY";"";"";"";"";"ZA4809";"Flash Eurobarometer 223 (Euro Introduction in Malta)";"[""10.4232/1.4809""]";"https://dbk.gesis.org/dbksearch/SDESC2.asp?no=4809&db=D";"89"
"89";"Can you find the GESIS dataset titled Election Study 1987 (Politbarometer, November 1986)?";"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find the GESIS dataset titled Election Study 1987 (Politbarometer, November 1986)?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find the GESIS dataset titled Election Study 1987 (Politbarometer, November 1986)?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"V3_TITLE_ONLY";"";"";"";"";"ZA1529";"Election Study 1987 (Politbarometer, November 1986)";"[""10.4232/1.1529""]";"https://dbk.gesis.org/dbksearch/SDESC2.asp?no=1529&db=D";"90"
"90";"Can you find the GESIS dataset titled Sofortresonanzen DDR Fernsehen 21. Woche 1986 (SFR 21/86)?";"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find the GESIS dataset titled Sofortresonanzen DDR Fernsehen 21. Woche 1986 (SFR 21/86)?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find the GESIS dataset titled Sofortresonanzen DDR Fernsehen 21. Woche 1986 (SFR 21/86)?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"V3_TITLE_ONLY";"";"";"";"";"ZA7226";"Sofortresonanzen DDR Fernsehen 21. Woche 1986 (SFR 21/86)";"[""10.4232/1.10467""]";"https://dbk.gesis.org/dbksearch/SDESC2.asp?no=7226&db=D";"91"
"91";"Can you find the GESIS dataset titled Representatives in the Reichstag in the Weimar Republic 1919-1933?";"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find the GESIS dataset titled Representatives in the Reichstag in the Weimar Republic 1919-1933?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find the GESIS dataset titled Representatives in the Reichstag in the Weimar Republic 1919-1933?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"V3_TITLE_ONLY";"";"";"";"";"ZA8007";"Representatives in the Reichstag in the Weimar Republic 1919-1933";"[""10.4232/1.8007""]";"https://dbk.gesis.org/dbksearch/SDESC2.asp?no=8007&db=D";"92"
"92";"Can you find the GESIS dataset titled Auditory Participation February 1989 Supplement: ?Berliner Luft??";"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find the GESIS dataset titled Auditory Participation February 1989 Supplement: ?Berliner Luft??
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find the GESIS dataset titled Auditory Participation February 1989 Supplement: ?Berliner Luft??
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"V3_TITLE_ONLY";"";"";"";"";"ZA6543";"Auditory Participation February 1989 Supplement: ?Berliner Luft?";"[""10.4232/1.6543""]";"https://dbk.gesis.org/dbksearch/SDESC2.asp?no=6543&db=D";"93"
"93";"Can you find the GESIS dataset titled Eurobarometer 47.2 (Apr-Jun 1997)?";"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find the GESIS dataset titled Eurobarometer 47.2 (Apr-Jun 1997)?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find the GESIS dataset titled Eurobarometer 47.2 (Apr-Jun 1997)?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"V3_TITLE_ONLY";"";"";"";"";"ZA2937";"Eurobarometer 47.2 (Apr-Jun 1997)";"[""10.4232/1.10927"", ""10.4232/1.2937""]";"https://dbk.gesis.org/dbksearch/SDESC2.asp?no=2937&db=D";"94"
"94";"Can you find the GESIS dataset titled Shoemakers?";"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find the GESIS dataset titled Shoemakers?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find the GESIS dataset titled Shoemakers?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"V3_TITLE_ONLY";"";"";"";"";"ZA0418";"Shoemakers";"[""10.4232/1.0418""]";"https://dbk.gesis.org/dbksearch/SDESC2.asp?no=0418&db=D";"95"
"95";"Can you find the GESIS dataset titled GLES Tracking October 2022, T53?";"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find the GESIS dataset titled GLES Tracking October 2022, T53?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find the GESIS dataset titled GLES Tracking October 2022, T53?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"V3_TITLE_ONLY";"";"";"";"";"ZA7711";"GLES Tracking October 2022, T53";"[""10.4232/1.14036""]";"https://dbk.gesis.org/dbksearch/SDESC2.asp?no=7711&db=D";"96"
